# BEAST v1.10.4 Prerelease #bc6cbd9
# Generated Wed May 15 08:03:16 AEST 2019 [seed=1557871395010]
# -overwrite GSS_strict_ultra_het_rel1_sim_10.xml
state	joint	prior	likelihood	treeModel.rootHeight	age(root)	treeLength	exponential.popSize	exponential.growthRate	kappa	frequencies1	frequencies2	frequencies3	frequencies4	alpha	clock.rate	meanRate	treeLikelihood	branchRates	coalescent
0	-128621.75864442493	-112.5100121996409	-128509.2486322253	0.7995959161499425	0.7995959161499425	9.180945459802926	1.0	0.0	1.0	0.2500000001	0.2499999999	0.2500000001	0.2499999999	0.5	0.005	0.004999999999999997	-128509.2486322253	0.0	-106.8948420136528
5000	-46442.6728014721	-430.8730250030829	-46011.799776469015	7.285437116833494	7.285437116833494	180.88122654995544	222.1816818282391	0.9535354305022439	1.0	0.2500000001	0.2499999999	0.2500000001	0.2499999999	0.12817475870829517	0.005	0.004999999999999999	-46011.799776469015	0.0	-422.8361530508936
10000	-35604.7967563836	-452.1537490340224	-35152.64300734958	17.368320103537464	17.368320103537464	236.1074086951628	105.21303165375542	0.3084759193954658	1.0	0.2500000001	0.2499999999	0.2500000001	0.2499999999	0.6688186917105969	0.005	0.004999999999999999	-35152.64300734958	0.0	-444.8503352286801
15000	-33922.578631949385	-455.644063251638	-33466.93456869775	20.281834397186472	20.281834397186472	246.10719379912848	93.68398282799329	0.19239730537891098	1.0	0.2500000001	0.2499999999	0.2500000001	0.2499999999	0.8408457643885947	0.005	0.004999999999999997	-33466.93456869775	0.0	-448.2279644032139
20000	-33582.60457872041	-450.11324953273277	-33132.49132918768	18.25973016588095	18.25973016588095	235.61504334041575	69.52240946144059	0.23238037718518467	1.0	0.2500000001	0.2499999999	0.2500000001	0.2499999999	0.8998541766064269	0.005	0.005000000000000002	-33132.49132918768	0.0	-442.78076652173223
25000	-33582.3347631018	-447.8257849844972	-33134.5089781173	16.502164838440976	16.502164838440976	230.47972166229272	86.31842541424076	0.2915075723117364	1.0	0.2500000001	0.2499999999	0.2500000001	0.2499999999	0.8152119476564892	0.005	0.004999999999999997	-33134.5089781173	0.0	-440.43549907674196
30000	-33261.21141264464	-448.4316281938303	-32812.77978445081	18.92514022504781	18.92514022504781	231.18104785515376	67.5784525661272	0.2318392976950836	1.0	0.2500000001	0.2499999999	0.2500000001	0.2499999999	0.8238773053276686	0.005	0.004999999999999998	-32812.77978445081	0.0	-441.27107957383055
35000	-33255.68097632086	-446.39078572825383	-32809.290190592605	18.818352994409267	18.818352994409267	224.35794678831655	83.0437138274906	0.24573594859544623	1.0	0.2500000001	0.2499999999	0.2500000001	0.2499999999	0.9155844710487006	0.005	0.005000000000000001	-32809.290190592605	0.0	-438.878273513298
40000	-33261.38859086304	-444.0358238797945	-32817.35276698325	18.014585822613085	18.014585822613085	221.28138976524266	68.78397957434143	0.24372243085432754	1.0	0.2500000001	0.2499999999	0.2500000001	0.2499999999	0.8002608712764652	0.005	0.005000000000000001	-32817.35276698325	0.0	-436.8985697246558
45000	-33256.24111594501	-444.4206465068485	-32811.820469438164	18.030609598773985	18.030609598773985	219.6563440597243	72.3176629496251	0.2774789253405645	1.0	0.2500000001	0.2499999999	0.2500000001	0.2499999999	0.8782709767683938	0.005	0.005000000000000004	-32811.820469438164	0.0	-437.05827881248683
50000	-33256.30769297026	-445.8727645172936	-32810.43492845297	17.514996314226465	17.514996314226465	219.96980868618917	79.24237239211129	0.3096095357249209	1.0	0.2500000001	0.2499999999	0.2500000001	0.2499999999	0.9182423295475018	0.005	0.0049999999999999975	-32810.43492845297	0.0	-438.32907641256446
55000	-33249.24429393909	-443.28189942732996	-32805.96239451176	17.607218742523425	17.607218742523425	215.92061206840424	81.29713755903295	0.29531712891033246	1.0	0.2500000001	0.2499999999	0.2500000001	0.2499999999	0.8766479868511234	0.005	0.0049999999999999975	-32805.96239451176	0.0	-435.81514476313896
60000	-33262.40648610017	-443.2874716515943	-32819.11901444857	18.541742456378167	18.541742456378167	215.6877502120553	60.54846288177561	0.21950933593529354	1.0	0.2500000001	0.2499999999	0.2500000001	0.2499999999	0.8280906333744281	0.005	0.004999999999999997	-32819.11901444857	0.0	-436.20112623410427
65000	-33250.85247016236	-445.9680620567898	-32804.88440810557	19.529892592270976	19.529892592270976	222.17114324437995	78.0970968037551	0.2102015926687042	1.0	0.2500000001	0.2499999999	0.2500000001	0.2499999999	0.8617415857131652	0.005	0.0049999999999999975	-32804.88440810557	0.0	-438.6482361386691
70000	-33242.55397249457	-446.778117211199	-32795.77585528337	18.57781157072743	18.57781157072743	220.4875615975249	64.26226825087605	0.18917600499898968	1.0	0.2500000001	0.2499999999	0.2500000001	0.2499999999	0.923856209715534	0.005	0.0049999999999999975	-32795.77585528337	0.0	-439.4934359182721
75000	-33255.697856466584	-448.41322694466953	-32807.28462952191	18.50983270200092	18.50983270200092	220.06456952823518	57.20211128290748	0.2536356258968724	1.0	0.2500000001	0.2499999999	0.2500000001	0.2499999999	0.8175529068173507	0.005	0.0049999999999999975	-32807.28462952191	0.0	-441.3472942063208
