# BEAST v1.10.4 Prerelease #bc6cbd9
# Generated Mon May 13 16:14:24 AEST 2019 [seed=1557728062885]
# -overwrite GSS_strict_ultra_het_rel1_sim_5.xml
state	joint	prior	likelihood	treeModel.rootHeight	age(root)	treeLength	exponential.popSize	exponential.growthRate	kappa	frequencies1	frequencies2	frequencies3	frequencies4	alpha	clock.rate	meanRate	treeLikelihood	branchRates	coalescent
0	-120439.24052252382	-94.10337793806018	-120345.13714458575	2.005352783953132	2.005352783953132	10.305299660224614	1.0	0.0	1.0	0.2500000001	0.2499999999	0.2500000001	0.2499999999	0.5	0.005	0.004999999999999999	-120345.13714458575	0.0	-88.48820775207209
5000	-55622.27020902562	-542.4454218281404	-55079.82478719748	17.92921088778258	17.92921088778258	231.52391522905452	100.41343710521465	0.3274571875963601	1.0	0.2500000001	0.2499999999	0.2500000001	0.2499999999	0.2608664789429177	0.005	0.005000000000000001	-55079.82478719748	0.0	-535.986927125618
10000	-47636.5203196581	-556.9234565566557	-47079.59686310144	23.948237636421723	23.948237636421723	281.65598918115745	91.15708283510168	0.2158359116357087	1.0	0.2500000001	0.2499999999	0.2500000001	0.2499999999	0.41647832697109693	0.005	0.005000000000000005	-47079.59686310144	0.0	-550.3579229767387
15000	-42229.15465943984	-556.6848739416658	-41672.46978549817	25.758894759040306	25.758894759040306	292.8575894183584	105.97347131666284	0.18397065918826505	1.0	0.2500000001	0.2499999999	0.2500000001	0.2499999999	0.6810308633186908	0.005	0.004999999999999999	-41672.46978549817	0.0	-549.4739366566855
20000	-40779.88707958389	-549.4446534466697	-40230.44242613722	26.238055218589736	26.238055218589736	284.53045021453096	89.71242323595708	0.18291415487083063	1.0	0.2500000001	0.2499999999	0.2500000001	0.2499999999	0.7985433084188784	0.005	0.005000000000000003	-40230.44242613722	0.0	-542.1623582566134
25000	-40169.54157411966	-553.7598949227443	-39615.781679196916	26.972239929450097	26.972239929450097	289.84955350060136	93.73826914309424	0.20567748181238876	1.0	0.2500000001	0.2499999999	0.2500000001	0.2499999999	0.8020960877059907	0.005	0.004999999999999998	-39615.781679196916	0.0	-546.4074723881008
30000	-39962.55472107831	-546.9911754329074	-39415.563545645404	25.75102561324733	25.75102561324733	282.8931099728139	74.60608104706756	0.17420929786867978	1.0	0.2500000001	0.2499999999	0.2500000001	0.2499999999	0.8429321642265635	0.005	0.004999999999999999	-39415.563545645404	0.0	-539.7798708101269
35000	-39949.76017033062	-549.4717185106136	-39400.28845182001	27.942169821955968	27.942169821955968	289.66841942760504	76.11129591556823	0.15491798910295707	1.0	0.2500000001	0.2499999999	0.2500000001	0.2499999999	0.870382359670941	0.005	0.0049999999999999975	-39400.28845182001	0.0	-542.209752657025
40000	-39856.99321811762	-549.7552837080596	-39307.23793440956	27.59502869761395	27.59502869761395	290.4130823926723	83.15588186613583	0.1823589446588032	1.0	0.2500000001	0.2499999999	0.2500000001	0.2499999999	0.8137277219298992	0.005	0.0049999999999999975	-39307.23793440956	0.0	-542.5087403148915
45000	-39833.39004058957	-549.3282915486419	-39284.06174904093	26.651113095438742	26.651113095438742	286.3643975351485	82.67869446541559	0.14565297403790178	1.0	0.2500000001	0.2499999999	0.2500000001	0.2499999999	0.8380359770940191	0.005	0.005000000000000004	-39284.06174904093	0.0	-542.0746094897737
50000	-39835.742458445275	-549.2747638602563	-39286.467694585015	26.774268424356414	26.774268424356414	284.934405076093	89.15247157477926	0.1386544055018888	1.0	0.2500000001	0.2499999999	0.2500000001	0.2499999999	0.8166280311255104	0.005	0.005	-39286.467694585015	0.0	-542.0061584907675
55000	-39835.31019407847	-547.7352646217798	-39287.57492945669	26.91074095640404	26.91074095640404	283.9895090243388	76.94039677820261	0.16143709329474842	1.0	0.2500000001	0.2499999999	0.2500000001	0.2499999999	0.8601365533157144	0.005	0.0049999999999999975	-39287.57492945669	0.0	-540.4789802680835
60000	-39835.42120145185	-547.2811882607461	-39288.1400131911	26.041589288647256	26.041589288647256	283.86251140323867	88.38531143763804	0.16866256767467935	1.0	0.2500000001	0.2499999999	0.2500000001	0.2499999999	0.803409404889291	0.005	0.004999999999999999	-39288.1400131911	0.0	-540.0166835829284
