# BEAST v1.10.4 Prerelease #bc6cbd9
# Generated Mon May 13 14:58:40 AEST 2019 [seed=1557723519209]
# -overwrite GSS_strict_random_het_clock_sim_9.xml
state	joint	prior	likelihood	treeModel.rootHeight	age(root)	treeLength	exponential.popSize	exponential.growthRate	alpha	clock.rate	meanRate	treeLikelihood	branchRates	coalescent
0	-59041.65687708232	-104.86419553192832	-58936.792681550396	1.427704492208912	3.572295507791088	14.07227517716951	1.0	0.0	0.5	0.25	0.25	-58936.792681550396	0.0	-97.17384207038782
5000	-36081.64938636027	-475.0276014694951	-35606.62178489077	6.617158622503986	-1.617158622503986	309.9305724307042	1029.1898889107367	0.85010339682785	0.28925601524180267	0.004464306105853085	0.004464306105853084	-35606.62178489077	0.0	-462.31992197560623
10000	-27306.027484867856	-466.9655440442687	-26839.061940823587	8.54094430246639	-3.5409443024663894	253.16060684256183	529.4861426230117	0.7932407315380523	0.6244522531332091	0.0029705162364315417	0.00297051623643154	-26839.061940823587	0.0	-459.375506368915
15000	-25442.849382400684	-447.7146598846919	-24995.13472251599	7.773042411237353	-2.773042411237353	217.0075428753792	153.34810284016342	0.5938423033421412	0.9895162139107674	0.0031420325763410304	0.003142032576341029	-24995.13472251599	0.0	-443.3203329691515
20000	-25439.31080138976	-462.4362403943498	-24976.874560995413	8.632340730850592	-3.6323407308505917	246.74377245009646	238.95551247842118	0.573815647956901	1.0223619272171272	0.0026931733529638176	0.0026931733529638167	-24976.874560995413	0.0	-457.2987796529156
25000	-25436.50055828784	-470.20998064842064	-24966.29057763942	9.841641935150191	-4.841641935150191	272.63619895038795	204.27259401433085	0.45374830263523	0.8934972807859035	0.0024916798146839302	0.0024916798146839324	-24966.29057763942	0.0	-465.87112283823734
30000	-25450.542489868818	-477.5463325266031	-24972.996157342215	10.948006929139778	-5.948006929139778	294.4862640135209	226.19171658743952	0.44372399069557367	0.8517359925809627	0.0022364721010244555	0.002236472101024456	-24972.996157342215	0.0	-473.1951179272902
35000	-25457.410384524497	-480.72310264444036	-24976.68728188006	11.036759476689552	-6.036759476689552	299.674129756148	316.9525795313194	0.4954571861888699	0.9732246126489624	0.0021775717694174487	0.00217757176941745	-24976.68728188006	0.0	-475.19769365393773
40000	-25464.476129040373	-479.49473224327505	-24984.9813967971	11.536132346694592	-6.5361323466945915	300.7736843856286	176.55735086351132	0.3799449858136774	0.8915355695945708	0.0021559405863397826	0.002155940586339785	-24984.9813967971	0.0	-475.66310043051516
45000	-25470.73634869345	-496.71980955957935	-24974.01653913387	13.152178946074883	-8.152178946074883	347.541344295003	269.37188530843594	0.3239911999704488	0.937771949221733	0.0019615828291204363	0.0019615828291204354	-24974.01653913387	0.0	-492.0097329458426
50000	-25476.42394316151	-506.9604525092301	-24969.46349065228	14.328157890983682	-9.328157890983682	386.98986557493856	333.3139648835249	0.3642633060344893	0.8895197574295891	0.0016487827543962285	0.0016487827543962288	-24969.46349065228	0.0	-501.8514709408495
55000	-25479.19394886674	-503.94757858830224	-24975.24637027844	14.05755689095085	-9.05755689095085	377.5815205650947	176.5008489064087	0.22956822592223314	0.9206828682487533	0.0017962014880386146	0.0017962014880386157	-24975.24637027844	0.0	-500.383822329913
60000	-25502.959420635874	-530.7015939274215	-24972.257826708454	18.386765246074752	-13.386765246074752	499.57062875308367	260.9516238512464	0.22791851687095566	0.9438805251039308	0.0013761588326591727	0.0013761588326591718	-24972.257826708454	0.0	-526.512478510842
