# BEAST v1.10.4 Prerelease #bc6cbd9
# Generated Mon May 13 15:23:32 AEST 2019 [seed=1557725010554]
# -overwrite GSS_strict_random_het_rel0.5_sim_9.xml
state	joint	prior	likelihood	treeModel.rootHeight	age(root)	treeLength	exponential.popSize	exponential.growthRate	alpha	clock.rate	meanRate	treeLikelihood	branchRates	coalescent
0	-65346.7563270549	-91.80503304108679	-65254.951294013816	2.1816618538099393	2.8183381461900607	14.67241979333754	1.0	0.0	0.5	0.25	0.25	-65254.951294013816	0.0	-83.98552490789709
5000	-35162.46110747484	-467.07167005567425	-34695.389437419166	12.211980963885189	-7.211980963885189	396.0724720198086	546.9514168654482	0.4818393758284556	0.32086691459621813	0.0029615314285800433	0.002961531428580044	-34695.389437419166	0.0	-460.02988946650436
10000	-28790.490171352925	-454.83110353251175	-28335.659067820412	12.5963617446478	-7.596361744647799	320.479042650987	243.16340810504886	0.4323297392056811	0.6864915487143822	0.002550300399295836	0.0025503003992958396	-28335.659067820412	0.0	-450.46998415937753
15000	-27576.330805196492	-422.5011924519625	-27153.82961274453	9.385897057326886	-4.385897057326886	223.60060268797977	129.29080193713315	0.45614184397590796	0.8307900506099255	0.003552656034496718	0.003552656034496719	-27153.82961274453	0.0	-418.6436119346225
20000	-27322.945574034467	-415.64305748250615	-26907.30251655196	8.329943427292287	-3.329943427292287	206.32112612799025	130.49658018675578	0.4998841939251939	1.0122656508279504	0.0037704462828466734	0.0037704462828466716	-26907.30251655196	0.0	-411.3132161964913
25000	-27330.06847343575	-441.6989673407536	-26888.369506094994	11.022273223489774	-6.0222732234897745	274.12368429324954	207.92237440520282	0.4323478718155147	0.9400126933279725	0.0028596216543282085	0.0028596216543282068	-26888.369506094994	0.0	-437.0812678650911
30000	-27330.242938983552	-436.77703898292765	-26893.465900000625	10.470323289592876	-5.470323289592876	256.9638121688339	174.44755883841955	0.4832971626508318	0.8457600829382965	0.002899258405267082	0.002899258405267081	-26893.465900000625	0.0	-432.6313242264906
35000	-27324.642510332025	-437.7133153241154	-26886.92919500791	10.585116054526427	-5.585116054526427	260.56109483127454	142.3405483190299	0.40873143417650537	1.050769538690686	0.0030217591696855713	0.0030217591696855717	-26886.92919500791	0.0	-433.4971280596288
40000	-27322.003118467033	-435.8526668776462	-26886.150451589387	10.21115182166733	-5.211151821667331	255.75413514632393	184.5631777198546	0.45064972505394296	0.8816461739647208	0.002971057892283993	0.002971057892283992	-26886.150451589387	0.0	-431.53722444200497
45000	-27329.565398705785	-436.42704957775544	-26893.13834912803	10.592935945857324	-5.592935945857324	252.9057563141191	199.06764397580912	0.4935007764481476	0.9054626499797677	0.0030301208996336144	0.0030301208996336153	-26893.13834912803	0.0	-431.85416175185804
50000	-27332.112890025972	-443.5861745055445	-26888.526715520427	12.154057194863157	-7.154057194863157	278.66649615585965	211.84237908397856	0.43054231729573167	0.9778502970951575	0.0028268043057752793	0.002826804305775277	-26888.526715520427	0.0	-438.8655490923512
55000	-27338.534197848465	-450.08848528772853	-26888.445712560737	12.197411741369681	-7.197411741369681	302.4015279183857	181.51962737654702	0.3698969516032071	0.9991624280712061	0.0025185667239609184	0.002518566723960918	-26888.445712560737	0.0	-445.8138241500903
60000	-27357.216258128028	-476.6796232222423	-26880.536634905784	15.726182616690036	-10.726182616690036	392.1636620455325	362.09587045160896	0.3386800341984948	0.7620210740293797	0.001918934018510381	0.001918934018510381	-26880.536634905784	0.0	-471.3797033664904
65000	-27315.72152659492	-452.2593993386392	-26863.46212725628	12.54990619483752	-7.54990619483752	310.10714038892013	191.85878497823205	0.35494380427674144	0.88777231037751	0.0024630180211102186	0.00246301802111022	-26863.46212725628	0.0	-448.14063130720274
70000	-27343.228737270892	-461.97338988202984	-26881.255347388862	13.891954048023923	-8.891954048023923	328.7985668657176	170.19197779118352	0.3642107034098938	0.8828394542734144	0.0023955428506845016	0.0023955428506845003	-26881.255347388862	0.0	-458.0911896662392
