# BEAST v1.10.4 Prerelease #bc6cbd9
# Generated Mon May 13 19:59:35 AEST 2019 [seed=1557741573477]
# -overwrite GSS_ucld_random_het_rel1_sim_7.xml
# keywords: discretized_branch_rates
state	joint	prior	likelihood	treeModel.rootHeight	age(root)	treeLength	exponential.popSize	exponential.growthRate	kappa	frequencies1	frequencies2	frequencies3	frequencies4	alpha	ucld.mean	ucld.stdev	meanRate	coefficientOfVariation	covariance	treeLikelihood	branchRates	coalescent
0	-86458.92966124811	-1089.2005893760447	-85369.72907187206	1.820853378665443	3.169146621334557	13.785790488522812	1.0	0.0	1.0	0.2500000001	0.2499999999	0.2500000001	0.2499999999	0.5	0.25	0.3333333333333333	0.22519141438133336	1.323689044994553	0.17839447227807592	-85369.72907187206	-984.4510890120305	-97.21909627567918
5000	-58663.390666534135	-1325.3240558322502	-57338.066610701884	3.0155497142712147	1.9744502857287856	72.0593108020245	39.624034007188705	1.122783753061109	1.0	0.2500000001	0.2499999999	0.2500000001	0.2499999999	0.3137052174986363	0.08901767884686387	0.10918136617730541	0.0577012197620483	1.0963817587505407	0.06619479813437827	-57338.066610701884	-984.4510890120305	-331.2537176820714
10000	-51865.185335866074	-1329.21200869128	-50535.9733271748	3.334535877934492	1.6554641220655082	78.65087863956384	45.20558312425918	1.1718242828801777	1.0	0.2500000001	0.2499999999	0.2500000001	0.2499999999	0.3567873995454402	0.04548954213734011	0.06400888038443339	0.029647539153669352	1.1524298848587282	0.05148315383775694	-50535.9733271748	-984.4510890120305	-338.3023686384026
15000	-46391.206067247294	-1340.744733859887	-45050.46133338741	4.562848384687785	0.4271516153122148	89.35722862034476	55.324072664869824	1.1171813187090973	1.0	0.2500000001	0.2499999999	0.2500000001	0.2499999999	0.3776913098128047	0.0358360925959677	0.05231164176226046	0.02250302944719274	1.2180007336742749	0.05359364775091968	-45050.46133338741	-984.4510890120305	-350.3404894288947
20000	-42778.28385160119	-1357.6844531956763	-41420.59939840552	5.185663674561551	-0.1956636745615512	105.73899766518353	63.55583182236108	0.9823455781950918	1.0	0.2500000001	0.2499999999	0.2500000001	0.2499999999	0.41136675334172895	0.024655187507339256	0.0362264691668072	0.015903185883573524	1.2504094874124128	-0.034132318550030585	-41420.59939840552	-984.4510890120305	-368.1799805813418
25000	-40136.82394298308	-1364.580249085414	-38772.24369389767	5.429901156479491	-0.4399011564794906	113.54835311869758	96.01375210255341	1.0640285193822454	1.0	0.2500000001	0.2499999999	0.2500000001	0.2499999999	0.4507158402842558	0.023057048602332417	0.03794177604452234	0.013735917041977706	1.3275747690289128	-0.06880217846718022	-38772.24369389767	-984.4510890120305	-374.6437305499457
30000	-38680.40508569561	-1364.8737357067953	-37315.531349988814	5.571134751433641	-0.5811347514336411	108.23453988163786	122.92735699852881	1.2455375657051604	1.0	0.2500000001	0.2499999999	0.2500000001	0.2499999999	0.47988457620018166	0.02172461731646626	0.03701697166024517	0.012984513864873487	1.3465995361937073	-0.08441680713464031	-37315.531349988814	-984.4510890120305	-374.7035435725649
35000	-38052.85377318902	-1355.9048808253203	-36696.948892363696	5.72803262524263	-0.7380326252426297	102.21656291275427	79.29890439518074	1.1130884030930552	1.0	0.2500000001	0.2499999999	0.2500000001	0.2499999999	0.5112853436105828	0.024102834234104135	0.04626177580296535	0.01344190705521189	1.4178573059114876	-0.10416999775220702	-36696.948892363696	-984.4510890120305	-366.0199864248598
40000	-37954.294520258096	-1364.3629341611577	-36589.93158609694	6.454809809127977	-1.4648098091279769	112.80671102546685	66.59907784506598	0.9033632396202189	1.0	0.2500000001	0.2499999999	0.2500000001	0.2499999999	0.5290713618114861	0.02219577433357682	0.046046713274174235	0.011874183300961719	1.4467372633648345	-0.08708156020026514	-36589.93158609694	-984.4510890120305	-374.8302177190212
45000	-37043.54685030089	-1369.9743172725102	-35673.57253302838	7.063071585071056	-2.073071585071056	117.9840112700891	72.47851160231444	0.8261569009048626	1.0	0.2500000001	0.2499999999	0.2500000001	0.2499999999	0.5966492949238559	0.021142169058431234	0.04455433792699813	0.011020144395379588	1.4871045496028739	-0.05998440739386894	-35673.57253302838	-984.4510890120305	-380.3854812956804
