# BEAST v1.10.4 Prerelease #bc6cbd9
# Generated Mon May 13 13:53:26 AEST 2019 [seed=1557719605448]
# -overwrite GSS_strict_dates_het_clock_sim_9.xml
state	joint	prior	likelihood	treeModel.rootHeight	age(root)	treeLength	exponential.popSize	exponential.growthRate	alpha	clock.rate	meanRate	treeLikelihood	branchRates	coalescent
0	-58184.33773307025	-100.30588586016607	-58084.031847210084	1.78066952711813	3.21933047288187	14.554116550165855	1.0	0.0	0.5	0.25	0.25	-58084.031847210084	0.0	-92.51190571328853
5000	-37350.43713430831	-511.9788431457758	-36838.45829116253	10.012982970237072	-5.012982970237072	433.41420619956796	457.00799600733325	0.42229215373570717	0.26664844915779884	0.0031298800424663623	0.0031298800424663636	-36838.45829116253	0.0	-505.83833176430113
10000	-30418.77604447192	-477.6435275553576	-29941.132516916565	9.112359680198647	-4.112359680198647	303.4434946733212	346.38045517760474	0.5873556531184456	0.4685303069050193	0.0030501432841983887	0.003050143284198388	-29941.132516916565	0.0	-472.3061065329426
15000	-26738.024390189996	-442.2589147761805	-26295.765475413817	6.894119548859162	-1.8941195488591616	206.6259810655731	160.656221990475	0.6198564134517368	0.6538649348063031	0.0034592896510023427	0.00345928965100234	-26295.765475413817	0.0	-438.3312531855547
20000	-25760.92549157554	-446.1356407994688	-25314.789850776073	6.966054644628772	-1.9660546446287723	210.44397018026396	200.68242737966702	0.6603386975204155	0.849753557386852	0.0032183282973381514	0.0032183282973381497	-25314.789850776073	0.0	-441.4582141299059
25000	-25374.561456310235	-429.52399928559777	-24945.03745702464	6.958670300049509	-1.9586703000495094	178.86030377568392	128.52138568004716	0.6229280668782047	0.8812310996039966	0.003878426000471613	0.0038784260004716127	-24945.03745702464	0.0	-425.35162905766856
30000	-25368.94282945552	-423.7730441171903	-24945.169785338327	6.048233243156454	-1.0482332431564538	168.59378114653163	130.72900489949026	0.7497900640234954	0.9164824424686502	0.004104245448278597	0.004104245448278598	-24945.169785338327	0.0	-419.32512649418
35000	-25364.15016427244	-420.17905870607575	-24943.971105566365	6.355718724708389	-1.3557187247083888	162.93248268706046	90.75416770748252	0.6620433485494499	0.9034593290800237	0.004114820433359557	0.004114820433359562	-24943.971105566365	0.0	-416.2478299749959
40000	-25384.30972229967	-436.6785559202973	-24947.63116637937	7.426095866627734	-2.426095866627734	193.79470343304087	108.76715700261998	0.5489714636100533	0.7538712203793628	0.00335150490691563	0.003351504906915629	-24947.63116637937	0.0	-433.18970400605434
45000	-25360.828509134495	-433.10500264075785	-24927.723506493738	7.054109309849534	-2.054109309849534	177.4026382344364	132.54909746368602	0.5412682343528037	0.9065234720907734	0.0036566485045780215	0.003656648504578017	-24927.723506493738	0.0	-428.99377736770356
50000	-25349.819278167226	-424.78368979861085	-24925.035588368613	6.541453775533776	-1.5414537755337756	170.6934283049972	119.82764724532808	0.6722727539336542	0.8481964966676786	0.0038534479264084602	0.003853447926408458	-24925.035588368613	0.0	-420.7307822609901
55000	-25364.22249598154	-431.6587676578771	-24932.56372832366	7.068443507576761	-2.0684435075767613	180.24731147384415	102.43005345983114	0.6410085138712565	0.8347666068278312	0.003726219639288699	0.0037262196392886964	-24932.56372832366	0.0	-427.8680946555625
60000	-25344.11399200769	-416.7104881544543	-24927.403503853235	6.231643456921348	-1.231643456921348	157.80717725821864	91.2257365289141	0.664359173215394	0.9807335813534043	0.004280054017290196	0.004280054017290195	-24927.403503853235	0.0	-412.5770278509807
