# BEAST v1.10.4 Prerelease #bc6cbd9
# Generated Mon May 13 14:31:00 AEST 2019 [seed=1557721859233]
# -overwrite GSS_strict_dates_het_rel1_sim_1.xml
state	joint	prior	likelihood	treeModel.rootHeight	age(root)	treeLength	exponential.popSize	exponential.growthRate	alpha	clock.rate	meanRate	treeLikelihood	branchRates	coalescent
0	-74070.90240599363	-97.47327644702068	-73973.42912954661	2.4203262482471413	2.5796737517528587	16.31305584822814	1.0	0.0	0.5	0.25	0.25	-73973.42912954661	0.0	-89.29660741636636
5000	-45574.12914620836	-367.5181179831793	-45206.61102822518	3.581842553734024	1.418157446265976	125.33905793303998	182.96147654694659	1.57627141887034	0.3868682764824965	0.013659391106681639	0.013659391106681639	-45206.61102822518	0.0	-361.0110801684335
10000	-36716.83625460041	-354.5780776910042	-36362.2581769094	3.6279291475628543	1.3720708524371457	103.32734166043466	136.92715174493654	1.5214940508003325	0.5147258124916894	0.012568019472594937	0.012568019472594944	-36362.2581769094	0.0	-348.68895625275417
15000	-34482.35212299608	-345.209254580715	-34137.142868415365	3.398347829726157	1.601652170273843	91.93690544758513	95.733528268726	1.2991608111977941	0.642512420609632	0.012102010603125555	0.012102010603125544	-34137.142868415365	0.0	-339.845320215192
20000	-34421.659676663694	-340.94332890020377	-34080.71634776349	3.7305737525247475	1.2694262474752525	89.53900745759815	65.15307419490273	1.3276174801172684	0.6765521487892685	0.012322652514673746	0.012322652514673755	-34080.71634776349	0.0	-335.77567838143887
25000	-33099.21911624332	-340.33424245504665	-32758.884873788276	3.690280140028385	1.309719859971615	89.7452045431099	79.53744395693235	1.3205384035881165	0.7609171559741379	0.011786162392641861	0.011786162392641866	-32758.884873788276	0.0	-334.930110470779
30000	-32481.437857378176	-342.3078778707197	-32139.129979507456	3.923233631687012	1.0767663683129882	90.94931178901447	86.24055605232773	1.2909372644196537	0.7862539799589093	0.010963080006541365	0.010963080006541372	-32139.129979507456	0.0	-336.91916955150754
35000	-32440.357064321655	-343.18745928928604	-32097.16960503237	4.067936689119665	0.9320633108803351	92.70620115670874	94.2349758065087	1.4176245685531585	0.7856356401466109	0.011052046504261975	0.011052046504261972	-32097.16960503237	0.0	-337.57137282175
40000	-32419.443488595385	-342.5326043009654	-32076.91088429442	3.9242930419594706	1.0757069580405294	91.5693898104019	77.83870853139068	1.2484114213200082	0.9173092191448128	0.011278282707723191	0.01127828270772319	-32076.91088429442	0.0	-336.96189342657533
45000	-32421.73282123232	-344.5579852163482	-32077.174836015973	3.735289011296791	1.264710988703209	92.77827946859549	69.02724975340499	1.159228971989559	0.8658904976964341	0.011118296811239756	0.011118296811239759	-32077.174836015973	0.0	-339.2823190344084
50000	-32417.529753059465	-342.1420216163609	-32075.387731443105	3.8546439606164107	1.1453560393835893	90.90327100765167	73.96809120145795	1.1897524607807628	0.7423579528844819	0.011331297704360038	0.011331297704360041	-32075.387731443105	0.0	-337.01527651216
55000	-32422.95991304157	-345.6990309520467	-32077.260882089522	4.013398839660901	0.9866011603390987	93.61299781381545	87.25666982647448	1.4431702572550078	0.9022243505604942	0.010959656418831511	0.010959656418831508	-32077.260882089522	0.0	-339.90169566711535
60000	-32437.494402125107	-345.1746016275846	-32092.319800497524	3.842331829571939	1.1576681704280611	93.05468309092754	56.87658703449026	1.01077206436287	0.8965612134945617	0.010972207750729995	0.010972207750730002	-32092.319800497524	0.0	-340.126179362953
65000	-32429.274476386985	-341.8237593658256	-32087.45071702116	3.6683042769498253	1.3316957230501747	89.61397599554944	55.16546128329252	1.1870420693596322	0.8408989194473531	0.01129529654251711	0.011295296542517097	-32087.45071702116	0.0	-336.70295336511225
70000	-32433.58424797351	-343.87621401768035	-32089.70803395583	4.112555626214374	0.8874443737856259	91.8062402198049	80.35382765017499	1.1782615964030632	0.9086575449807734	0.011107790996383454	0.011107790996383465	-32089.70803395583	0.0	-338.38969379582426
75000	-32422.181324139518	-344.3601957670278	-32077.82112837249	3.8073206438929184	1.1926793561070816	92.75017888109774	82.89340432564882	1.3947392686637705	0.8915893458029954	0.010907995065937223	0.010907995065937218	-32077.82112837249	0.0	-338.68817458922774
80000	-32431.012247523522	-348.31490047484635	-32082.697347048677	3.822388983620643	1.1776110163793572	96.63465390771867	111.69944055953349	1.3897814831482511	0.8838104432447654	0.010602363851530572	0.010602363851530567	-32082.697347048677	0.0	-342.3972206647436
85000	-32431.38338785093	-349.3642401046366	-32082.01914774629	4.03311491819405	0.96688508180595	95.36053789690314	101.68292566883682	1.231119170909523	0.8490080293267603	0.010536633209165756	0.010536633209165758	-32082.01914774629	0.0	-343.791242509418
90000	-32423.390299950883	-348.0009579567549	-32075.389341994127	4.331968974795296	0.6680310252047041	97.64344489531344	74.57860491179689	1.180496595447803	0.8572916367828837	0.010458209451811497	0.010458209451811492	-32075.389341994127	0.0	-342.7322265824172
95000	-32445.981185665496	-350.9972455541119	-32094.983940111386	4.1357849967476215	0.8642150032523785	100.18400058511423	78.52989433559762	1.0980173744135906	0.8622843927405665	0.01008389553526979	0.010083895535269782	-32094.983940111386	0.0	-345.8034923908864
100000	-32426.39217584155	-346.47533799422143	-32079.916837847326	3.7238588995804154	1.2761411004195846	94.18843659826052	73.64295540183016	1.0976252327121458	0.8908472968028776	0.010887060244116911	0.010887060244116911	-32079.916837847326	0.0	-341.1893571758533
