# BEAST v1.10.4 Prerelease #bc6cbd9
# Generated Fri May 10 15:48:23 AEST 2019 [seed=1557467302557]
# -overwrite GSS_strict_dates_utlra_clock_sim_10.xml
state	joint	prior	likelihood	treeModel.rootHeight	age(root)	treeLength	exponential.popSize	exponential.growthRate	alpha	clock.rate	meanRate	treeLikelihood	branchRates	coalescent
0	-11612.259593625047	-115.60910279398574	-11496.650490831062	5.314917503084855	-2.338323405405375	31.587059349164058	1.0	0.0	0.5	0.25	0.25	-11496.650490831062	0.0	-103.94432376957869
5000	-5603.766921607325	-27.778732267804948	-5575.9881893395195	3.807888700557469	-0.8312946028779891	19.135607993612734	0.3990733540827889	-0.15866319100906345	0.051278295892486565	6.304098115508222E-5	6.30409811550822E-5	-5575.9881893395195	0.0	-28.64641851546629
10000	-5627.568486678495	-55.003999881023454	-5572.564486797472	3.5218731059971073	-0.5452790083176273	21.57869727644381	1.0781212141809065	0.20113351305183436	0.05666321367411596	3.424183996338797E-5	3.4241839963387974E-5	-5572.564486797472	0.0	-56.177369136142104
15000	-5630.3768964512665	-56.013773099622966	-5574.3631233516435	3.7633674805659862	-0.7867733828865062	22.317359870159933	0.8277653540860845	0.1578462068577	0.015950851023046067	4.248410860212643E-5	4.2484108602126405E-5	-5574.3631233516435	0.0	-57.2231369313016
20000	-5635.2576673718795	-59.905606829239645	-5575.35206054264	3.8609215619356427	-0.8843274642561627	22.511500727782206	0.8779106138817141	0.11917131488237098	0.018152306072283096	4.086594240255653E-5	4.086594240255654E-5	-5575.35206054264	0.0	-61.17251664746883
25000	-5665.325840804332	-89.07724533777669	-5576.248595466555	3.7713600771318503	-0.7947659794523703	25.726686632175316	0.6503142020608396	-0.16887829651532993	0.04479690925904241	4.144678923311828E-5	4.1446789233118294E-5	-5576.248595466555	0.0	-90.3029831553074
30000	-5646.507941175539	-73.22648041373998	-5573.281460761798	3.8705417575967225	-0.8939476599172425	24.125140061245336	0.9533883412176082	0.15564895553084557	0.09310895059527668	1.747991655597554E-5	1.7479916555975542E-5	-5573.281460761798	0.0	-74.765979046414
35000	-5625.817132449277	-48.26316840152889	-5577.553964047748	3.333124815699419	-0.35653071801993885	20.394422342404486	1.215121156944147	0.30775074776502964	0.47486844467238054	2.9853508722500364E-6	2.9853508722500364E-6	-5577.553964047748	0.0	-49.684460900322506
40000	-5638.913230620859	-64.95648754084921	-5573.95674308001	3.6669491816065864	-0.6903550839271064	22.875320585312195	1.3739183220840667	0.4665105161590466	0.31872971026180186	2.844511180367945E-5	2.8445111803679446E-5	-5573.95674308001	0.0	-65.45938902847706
45000	-5656.955488561455	-81.94752512650244	-5575.007963434953	3.880496181205821	-0.9039020835263409	25.746671133418587	2.894733309604549	0.6099122743463976	0.15725287501468302	2.2910431850493106E-5	2.2910431850493092E-5	-5575.007963434953	0.0	-82.7821465498685
50000	-5649.869251445394	-72.63376513816523	-5577.235486307229	3.163819319230969	-0.1872252215514889	23.346862647786608	2.150274179361907	0.5625117499737491	0.2949548786164406	5.9027618989144435E-5	5.902761898914448E-5	-5577.235486307229	0.0	-72.72491150967006
55000	-5645.190217464288	-69.72739355158744	-5575.4628239127005	3.6402201619144643	-0.6636260642349843	23.574655234756538	2.3583384098609157	0.7115935955063111	0.45900113937113557	3.629628420567108E-5	3.62962842056711E-5	-5575.4628239127005	0.0	-69.58780718677039
60000	-5653.79253227671	-80.37877761164373	-5573.413754665065	3.3677334054458217	-0.39113930776634165	24.47293809066076	2.7044912757750055	0.7417927046210508	0.5315018832858155	1.9978544327321106E-5	1.9978544327321113E-5	-5573.413754665065	0.0	-80.37812195672606
65000	-5661.896436629052	-88.4111369341313	-5573.48529969492	3.3353472042472867	-0.3587531065678067	26.3694974249001	6.010527334700678	1.1102404052879289	0.9873785206765947	1.4897179524797637E-5	1.4897179524797643E-5	-5573.48529969492	0.0	-87.28137955318375
