# BEAST v1.10.4 Prerelease #bc6cbd9
# Generated Sat May 11 05:13:48 AEST 2019 [seed=1557515626997]
# -overwrite GSS_ucld_ultra_utlra_clock_sim_9.xml
# keywords: discretized_branch_rates
state	joint	prior	likelihood	treeModel.rootHeight	age(root)	treeLength	exponential.popSize	exponential.growthRate	kappa	frequencies1	frequencies2	frequencies3	frequencies4	alpha	ucld.mean	ucld.stdev	meanRate	coefficientOfVariation	covariance	treeLikelihood	branchRates	coalescent
0	-6959.580335749908	-1171.6632699598044	-5787.917065790104	2.6466715902676916	2.6466715902676916	13.502484609328059	1.0	0.0	1.0	0.2500000001	0.2499999999	0.2500000001	0.2499999999	0.5	0.005	0.3333333333333333	9.497763138286791E-4	3.7434581188207643	-0.040661198037537725	-5787.917065790104	-1047.076872077518	-119.06983998496665
5000	-6918.167767776201	-1204.1469536264374	-5714.020814149763	1.4905574336819736	1.4905574336819736	12.050092728314347	2.0689922940611076	1.2044570517355428	1.0	0.2500000001	0.2499999999	0.2500000001	0.2499999999	0.1587064037068745	0.005	0.9364335381218253	3.604673120142295E-4	3.5960846857474835	-0.021517458115451797	-5714.020814149763	-1047.076872077518	-149.2116632551441
10000	-6918.261360212849	-1211.621156177568	-5706.6402040352805	0.6086626070756359	0.6086626070756359	10.465956037087206	2.2481265503265204	3.1096475437155897	1.0	0.2500000001	0.2499999999	0.2500000001	0.2499999999	0.4027866709286829	0.005	0.583860151437044	4.482881184173315E-4	4.676496493415454	0.010705270678064855	-5706.6402040352805	-1047.076872077518	-155.34844359734274
15000	-6913.634167385494	-1214.4328224960439	-5699.20134488945	0.5698772912956055	0.5698772912956055	10.37646824451254	3.2121104433739207	5.023694969690315	1.0	0.2500000001	0.2499999999	0.2500000001	0.2499999999	0.269642512902558	0.005	0.4159163568416102	4.920657675766272E-4	4.109036810094347	0.04819678264265755	-5699.20134488945	-1047.076872077518	-157.006542350752
20000	-6916.231553703377	-1214.5150473548297	-5701.716506348547	0.6106852583581585	0.6106852583581585	9.538108407151908	3.3667900359408756	5.9061545222576575	1.0	0.2500000001	0.2499999999	0.2500000001	0.2499999999	0.10304483119881405	0.005	1.1091302969452443	4.54799520077661E-4	3.7843996782588136	-0.08738641917981252	-5701.716506348547	-1047.076872077518	-154.45831440414142
25000	-6955.918605494368	-1248.2448954088502	-5707.673710085518	0.7711610044322226	0.7711610044322226	13.227187397616031	5.301471238106541	5.950439099868362	1.0	0.2500000001	0.2499999999	0.2500000001	0.2499999999	0.18574000205757243	0.005	0.7070446274047856	4.656585473864046E-4	3.9129664781977946	-0.02371798669163028	-5707.673710085518	-1047.076872077518	-189.16539773543337
30000	-6945.223315259913	-1243.0305076008758	-5702.192807659037	0.9958115043122779	0.9958115043122779	13.618707482083957	3.7876705935154367	4.099645797106414	1.0	0.2500000001	0.2499999999	0.2500000001	0.2499999999	0.05930617845032651	0.005	0.4768466555079403	4.273191339543073E-4	3.755904264787934	-0.036604827685563904	-5702.192807659037	-1047.076872077518	-186.76040279957178
35000	-6936.819400941443	-1240.9415999180471	-5695.8778010233955	0.8272100328750674	0.8272100328750674	13.838455773645492	4.144068977647219	3.5530267162289073	1.0	0.2500000001	0.2499999999	0.2500000001	0.2499999999	0.02473076739198514	0.005	0.45452272514643477	2.9388936452711247E-4	3.36531400930684	0.03138685683579138	-5695.8778010233955	-1047.076872077518	-185.35067282698063
40000	-6959.980555141612	-1262.4692234452702	-5697.511331696342	0.767401411572565	0.767401411572565	16.276762644186075	4.252117837170347	2.0913726609277443	1.0	0.2500000001	0.2499999999	0.2500000001	0.2499999999	0.0070970149253799	0.005	0.8513209686857275	3.137207750174804E-4	2.8187719338196895	0.1968826613717581	-5697.511331696342	-1047.076872077518	-207.18374269522505
45000	-6966.3982404079325	-1268.4414344104362	-5697.956805997496	0.8890214979904321	0.8890214979904321	16.91995524685113	5.4984942411599205	3.3921514389979617	1.0	0.2500000001	0.2499999999	0.2500000001	0.2499999999	0.022810178619062337	0.005	1.3234762108383438	1.655931777978085E-4	3.228385793436954	0.03249898605630645	-5697.956805997496	-1047.076872077518	-210.39481906443544
