# BEAST v1.10.4 Prerelease #bc6cbd9
# Generated Sat May 11 00:07:15 AEST 2019 [seed=1557497233951]
# -overwrite GSS_ucld_random_utlra_clock_sim_7.xml
# keywords: discretized_branch_rates
state	joint	prior	likelihood	treeModel.rootHeight	age(root)	treeLength	exponential.popSize	exponential.growthRate	kappa	frequencies1	frequencies2	frequencies3	frequencies4	alpha	ucld.mean	ucld.stdev	meanRate	coefficientOfVariation	covariance	treeLikelihood	branchRates	coalescent
0	-12203.51988595919	-1045.5212227243562	-11157.998663234834	3.9462701927523955	-1.0587868150442756	25.935851104740046	1.0	0.0	1.0	0.2500000001	0.2499999999	0.2500000001	0.2499999999	0.5	0.25	0.3333333333333333	0.25072125469174494	1.1386425138890066	0.07370236727035531	-11157.998663234834	-947.1292170479767	-88.14008035257297
5000	-6685.640465641092	-1061.3077130273873	-5624.332752613705	3.8458954053036742	-0.9584120275955543	29.025539395345092	1.8196586980530718	0.22153530832123391	1.0	0.2500000001	0.2499999999	0.2500000001	0.2499999999	0.4669254115819515	0.0033761781124955945	1.1910145261671043	1.371523000858178E-4	4.038291602719677	-0.01722991846771365	-5624.332752613705	-947.1292170479767	-109.78454497961471
10000	-6690.54576682864	-1078.8277067328497	-5611.71806009579	4.6597686397829285	-1.7722852620748086	33.57992784722589	2.156942174427633	0.1872318212393207	1.0	0.2500000001	0.2499999999	0.2500000001	0.2499999999	0.44352190552271037	0.00202334237836633	0.4985750403530544	6.871909452460086E-5	4.071301603227099	-0.007733827799827048	-5611.71806009579	-947.1292170479767	-129.81851947607046
15000	-6690.182704386203	-1079.111764016509	-5611.070940369695	4.912961407972133	-2.0254780302640127	34.323489372241255	1.1972982394650808	-0.055668571319549054	1.0	0.2500000001	0.2499999999	0.2500000001	0.2499999999	0.6892905999508584	0.001449187269482884	0.4051822749057507	8.009825940430148E-5	3.679879855208959	-0.052910069267267996	-5611.070940369695	-947.1292170479767	-130.22840454843893
20000	-6665.433842344648	-1057.9782552221195	-5607.455587122528	5.110101400977378	-2.222618023269258	32.358445087203144	0.910103501334227	-0.11693286729496344	1.0	0.2500000001	0.2499999999	0.2500000001	0.2499999999	0.3237143904153988	3.722521832998127E-4	0.037551656876425435	4.7216876199178117E-5	5.082753535686823	-0.0307076950063903	-5607.455587122528	-947.1292170479767	-111.55835920923461
25000	-6704.597725536475	-1098.4887859709986	-5606.108939565476	6.418135887421949	-3.530652509713829	43.10096752475508	1.6807162778273794	-0.10392059662811137	1.0	0.2500000001	0.2499999999	0.2500000001	0.2499999999	0.6150552200781253	1.8008507805149438E-4	0.06948581629026013	2.033501953423665E-5	4.758456611138161	-0.016556462389489563	-5606.108939565476	-947.1292170479767	-151.90640189731724
30000	-6709.63306655839	-1105.7616531806689	-5603.871413377721	6.0341234727592585	-3.1466400950511386	42.87411325402847	3.0148968009342667	0.20006414432150166	1.0	0.2500000001	0.2499999999	0.2500000001	0.2499999999	0.583194106271729	1.0160169371157425E-4	0.08072533405707635	1.0658924413477701E-5	8.589525939089391	-0.029215371605147693	-5603.871413377721	-947.1292170479767	-159.38673917074973
35000	-6736.554647141616	-1126.502111763698	-5610.0525353779185	10.787665238118372	-7.900181860410251	58.708361041994614	2.7358503466334794	0.057011363571233264	1.0	0.2500000001	0.2499999999	0.2500000001	0.2499999999	0.49690942587188663	1.9683027640838836E-4	0.02169700237094204	4.0010466958016665E-5	7.361702451391499	0.008111074067924844	-5610.0525353779185	-947.1292170479767	-180.44201201424312
40000	-6752.52938012466	-1142.955493489372	-5609.573886635288	8.824209199420705	-5.936725821712585	58.63056079755282	2.8067696645064535	0.012894568655210437	1.0	0.2500000001	0.2499999999	0.2500000001	0.2499999999	0.4624036960770191	1.3931296537572887E-4	0.02715976481469629	3.279384136693747E-5	6.915701373105996	-0.028456340217430567	-5609.573886635288	-947.1292170479767	-197.16695849310906
45000	-6758.444375358055	-1150.5985036373022	-5607.845871720753	12.147366463720017	-9.259883086011897	66.51299399875735	3.337114428126405	-0.012873398252964074	1.0	0.2500000001	0.2499999999	0.2500000001	0.2499999999	0.447083082392765	1.060696817091705E-4	0.03963276404412962	1.1660101694660676E-5	7.966801607774155	-0.022679865089750065	-5607.845871720753	-947.1292170479767	-204.99840555366896
